0 0 0 0 621.347 591.651 647.001 
0 0 1 0 590.763 650.412 677.869 
0 0 2 0 621.668 635.845 660.926 
0 0 3 0 656.02 659.84 665.614 
0 0 4 0 652.421 679.735 651.756 
0 0 5 0 659.131 670.467 613.167 
0 0 0 0 649.286 631.761 642.403 
0 0 1 0 662.127 620.677 652.181 
0 0 2 0 666.426 650.418 642.499 
0 0 3 0 632.52 623.15 666.278 
0 0 4 0 645.496 656.713 651.942 
0 0 5 0 674.797 663.467 627.66 
0 0 0 1 692.79 718.411 753.775 
0 0 1 1 680.978 650.855 665.303 
0 0 2 1 644.499 699.832 570.847 
0 0 3 1 763.101 753.782 725.584 
0 0 4 1 677.079 650.7 712.037 
0 0 5 1 757.823 600.343 776.509 
0 0 0 1 730.484 770.755 746.619 
0 0 1 1 659.587 644.604 673.781 
0 0 2 1 677.718 675.124 697.424 
0 0 3 1 747.375 753.875 736.773 
0 0 4 1 622.836 670.433 737.013 
0 0 5 1 761.746 671.345 713.723 
0 0 0 2 399.711 418.51 399.711 
0 0 1 2 399.711 410.092 418.51 
0 0 2 2 456.382 423.126 487.846 
0 0 3 2 399.711 399.711 399.711 
0 0 4 2 413.088 431.482 426.233 
0 0 5 2 399.711 418.51 399.711 
0 0 0 2 399.711 475.659 399.711 
0 0 1 2 399.711 448.759 431.431 
0 0 2 2 496.808 417.285 500.923 
0 0 3 2 399.711 399.711 399.711 
0 0 4 2 409.077 410.354 404.155 
0 0 5 2 399.711 431.564 406.138 
0 0 0 3 399.711 399.711 410.092 
0 0 1 3 477.169 399.711 424.62 
0 0 2 3 411.174 433.63 462.158 
0 0 3 3 399.711 404.861 404.861 
0 0 4 3 403.927 408.644 445.478 
0 0 5 3 399.711 407.548 410.092 
0 0 0 3 399.711 439.244 399.711 
0 0 1 3 399.711 471.768 399.711 
0 0 2 3 433.63 464.9 448.231 
0 0 3 3 399.711 399.711 399.711 
0 0 4 3 403.927 440.048 418.112 
0 0 5 3 410.092 399.711 399.711 
0 0 0 4 471.768 477.96 410.092 
0 0 1 4 424.62 417.038 406.138 
0 0 2 4 435.092 424.62 399.711 
0 0 3 4 399.711 399.711 399.711 
0 0 4 4 418.112 418.112 399.711 
0 0 5 4 438.188 399.711 399.711 
0 0 0 4 410.092 410.092 422.901 
0 0 1 4 410.092 406.138 399.711 
0 0 2 4 459.004 544.994 416.843 
0 0 3 4 399.711 406.138 399.711 
0 0 4 4 432.918 429.337 429.527 
0 0 5 4 418.625 424.62 399.711 
0 1 0 0 655.645 638.265 663.078 
0 1 1 0 679.537 654.658 634.442 
0 1 2 0 663.683 662.991 636.223 
0 1 3 0 666.874 646.906 651.08 
0 1 4 0 648.667 663.414 634.583 
0 1 5 0 662.447 649.266 651.689 
0 1 0 0 664.755 655.599 685.322 
0 1 1 0 652.469 679.101 641.742 
0 1 2 0 679.506 658.813 675.269 
0 1 3 0 593.452 652.194 644.779 
0 1 4 0 680.995 697.649 674.352 
0 1 5 0 658.287 614.867 657.879 
0 1 0 1 684.38 612.247 712.386 
0 1 1 1 659.002 689.113 660.83 
0 1 2 1 619.774 674.065 643.35 
0 1 3 1 664.912 677.409 659.516 
0 1 4 1 701.939 650.7 645.755 
0 1 5 1 630.289 593.611 696.769 
0 1 0 1 711.11 689.725 710.716 
0 1 1 1 659.587 680.532 668.373 
0 1 2 1 686.446 657.864 690.505 
0 1 3 1 690.217 712.747 669.308 
0 1 4 1 647.595 659.083 629.205 
0 1 5 1 695.891 656.525 637.723 
0 1 0 2 407.548 418.51 399.711 
0 1 1 2 430.168 431.661 427.725 
0 1 2 2 418.51 446.899 440.893 
0 1 3 2 399.711 399.711 399.711 
0 1 4 2 437.907 418.441 426.028 
0 1 5 2 433.63 410.092 401.738 
0 1 0 2 399.711 399.711 399.711 
0 1 1 2 446.238 429.95 443.2 
0 1 2 2 414.609 424.127 424.62 
0 1 3 2 399.711 399.711 399.711 
0 1 4 2 411.65 408.751 441.998 
0 1 5 2 399.711 415.604 431.217 
0 1 0 3 399.711 399.711 399.711 
0 1 1 3 399.711 399.711 399.711 
0 1 2 3 424.62 417.038 418.625 
0 1 3 3 399.711 399.711 399.711 
0 1 4 3 399.711 399.711 399.711 
0 1 5 3 399.711 399.711 399.711 
0 1 0 3 399.711 399.711 433.63 
0 1 1 3 399.711 399.711 399.711 
0 1 2 3 418.51 467.353 424.62 
