0 0 0 0 3783.97 
0 0 1 0 3781.71 
0 0 2 0 3745.59 
0 0 3 0 3741.16 
0 0 4 0 3710.23 
0 0 5 0 3824.98 
0 0 0 1 4112.56 
0 0 1 1 3804 
0 0 2 1 3768.45 
0 0 3 1 3984.66 
0 0 4 1 3996.22 
0 0 5 1 4172.83 
0 0 0 2 1118.1 
0 0 1 2 3324.31 
0 0 2 2 1989.92 
0 0 3 2 798.544 
0 0 4 2 1520.64 
0 0 5 2 1023.5 
0 0 0 3 1087.59 
0 0 1 3 2642.01 
0 0 2 3 1718.7 
0 0 3 3 825.654 
0 0 4 3 1015.5 
0 0 5 3 912.149 
0 0 0 4 1238.06 
0 0 1 4 2565.38 
0 0 2 4 1794.9 
0 0 3 4 804.984 
0 0 4 4 1061.8 
0 0 5 4 909.375 
0 1 0 0 3806.41 
0 1 1 0 3775.31 
0 1 2 0 3799.19 
0 1 3 0 3748.5 
0 1 4 0 3794.53 
0 1 5 0 3752.11 
0 1 0 1 3847.9 
0 1 1 1 3794.87 
0 1 2 1 3783.96 
0 1 3 1 3765.61 
0 1 4 1 3882.13 
0 1 5 1 3891.59 
0 1 0 2 1776.61 
0 1 1 2 3488.98 
0 1 2 2 2236.49 
0 1 3 2 1224.38 
0 1 4 2 1816.05 
0 1 5 2 1467.56 
0 1 0 3 1069.59 
0 1 1 3 2877.8 
0 1 2 3 1410.73 
0 1 3 3 811.695 
0 1 4 3 1255.55 
0 1 5 3 986.889 
0 1 0 4 1156.23 
0 1 1 4 2881.64 
0 1 2 4 1435.5 
0 1 3 4 808.031 
0 1 4 4 1215.78 
0 1 5 4 1013 
0 2 0 0 3644.38 
0 2 1 0 3773.56 
0 2 2 0 3780.82 
0 2 3 0 3684.23 
0 2 4 0 3732.63 
0 2 5 0 3728.16 
0 2 0 1 3854.48 
0 2 1 1 3754.05 
0 2 2 1 3771.77 
0 2 3 1 3688.45 
0 2 4 1 3773.01 
0 2 5 1 3928.73 
0 2 0 2 2219.53 
0 2 1 2 3481.69 
0 2 2 2 2790.19 
0 2 3 2 1971.15 
0 2 4 2 2278.98 
0 2 5 2 1896.5 
0 2 0 3 1009.12 
0 2 1 3 2843.85 
0 2 2 3 928.422 
0 2 3 3 822.875 
0 2 4 3 1250.84 
0 2 5 3 942.815 
0 2 0 4 1032.8 
0 2 1 4 2848.55 
0 2 2 4 946.137 
0 2 3 4 806.733 
0 2 4 4 1222.44 
0 2 5 4 937.236 
0 3 0 0 3706.18 
0 3 1 0 3746.02 
0 3 2 0 3827.53 
0 3 3 0 3755.11 
0 3 4 0 3806.25 
0 3 5 0 3813.89 
0 3 0 1 3938.72 
0 3 1 1 3758.03 
0 3 2 1 3777.87 
0 3 3 1 3876.1 
0 3 4 1 3918.18 
0 3 5 1 3951.6 
0 3 0 2 1127.63 
0 3 1 2 3616.49 
0 3 2 2 2426.6 
0 3 3 2 2119.06 
0 3 4 2 2393.19 
0 3 5 2 1410.03 
0 3 0 3 1307.92 
0 3 1 3 2965.91 
0 3 2 3 1686.21 
0 3 3 3 1073.44 
0 3 4 3 1728.66 
0 3 5 3 926.046 
0 3 0 4 1165.68 
0 3 1 4 2969.84 
0 3 2 4 1580.2 
0 3 3 4 1130.99 
0 3 4 4 1724.22 
0 3 5 4 965.392 
0 4 0 0 3712.47 
0 4 1 0 3810.08 
0 4 2 0 3793.52 
0 4 3 0 3748.79 
0 4 4 0 3753.83 
0 4 5 0 3766.66 
0 4 0 1 3903.47 
0 4 1 1 3805.95 
0 4 2 1 3834.77 
0 4 3 1 3697.8 
0 4 4 1 3887.09 
0 4 5 1 3817.89 
0 4 0 2 1154.44 
0 4 1 2 3569.22 
0 4 2 2 2200.46 
0 4 3 2 1476.81 
0 4 4 2 2530.08 
0 4 5 2 1601.79 
0 4 0 3 1050.84 
0 4 1 3 2970.44 
0 4 2 3 1792.36 
0 4 3 3 806.616 
0 4 4 3 1778.04 
0 4 5 3 1099.06 
0 4 0 4 1043.9 
0 4 1 4 3048.4 
0 4 2 4 1501.93 
0 4 3 4 806.551 
0 4 4 4 1606.3 
0 4 5 4 885.974 
0 5 0 0 3892.87 
0 5 1 0 3900.9 
0 5 2 0 3951.06 
0 5 3 0 3919.86 
0 5 4 0 4009.78 
0 5 5 0 3966.07 
0 5 0 1 3907.97 
0 5 1 1 3967.23 
0 5 2 1 3803.89 
0 5 3 1 3974.67 
0 5 4 1 4013.15 
0 5 5 1 4081.01 
0 5 0 2 4002.07 
0 5 1 2 3894.1 
0 5 2 2 3926.46 
0 5 3 2 3973.36 
0 5 4 2 3960.64 
0 5 5 2 3942.09 
0 5 0 3 3959.38 
0 5 1 3 3949.44 
0 5 2 3 3856.08 
0 5 3 3 3919.09 
0 5 4 3 3972.4 
0 5 5 3 3938.22 
0 5 0 4 4069.95 
0 5 1 4 3908.43 
0 5 2 4 3869.81 
0 5 3 4 4013.81 
0 5 4 4 3952.55 
0 5 5 4 3993.16 
1 0 0 0 3496.71 
1 0 1 0 3776.9 
1 0 2 0 3630.29 
1 0 3 0 3436.8 
1 0 4 0 3480.87 
1 0 5 0 3543.82 
1 0 0 1 4108.92 
1 0 1 1 3767.22 
1 0 2 1 3841.65 
1 0 3 1 3946.02 
1 0 4 1 3956.03 
1 0 5 1 4163.55 
1 0 0 2 1528.12 
1 0 1 2 3406.32 
1 0 2 2 2679.05 
1 0 3 2 1133.1 
1 0 4 2 1736.04 
1 0 5 2 1383.2 
1 0 0 3 1260.22 
1 0 1 3 2319.41 
1 0 2 3 1985.46 
